"","Name_original","Name_std","ScientificName","Rank","Kingdom","Phylum","Order","Suborder","Infraorder","Family","Genus","Species","Subspecies","FHLCode","Taxonomy_source"
"110","Agrilus hastulifer","Agrilus hastulifer","Agrilus hastulifer (Ratzeburg, 1837)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Buprestidae","Agrilus","Agrilus hastulifer",NA,"38-.020-.009-.","FHL"
"111","Agrilus integerrimus","Agrilus integerrimus","Agrilus integerrimus (Ratzeburg, 1837)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Buprestidae","Agrilus","Agrilus integerrimus",NA,"38-.020-.027-.","FHL"
"112","Agrilus laticornis","Agrilus laticornis","Agrilus laticornis (Illiger, 1803)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Buprestidae","Agrilus","Agrilus laticornis",NA,"38-.020-.004-.","FHL"
"113","Agrilus mendax","Agrilus mendax","Agrilus mendax Mannerheim, 1837","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Buprestidae","Agrilus","Agrilus mendax",NA,"38-.020-.030-.","FHL"
"114","Agrilus obscuricollis","Agrilus obscuricollis","Agrilus obscuricollis Kiesenwetter, 1857","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Buprestidae","Agrilus","Agrilus obscuricollis",NA,"38-.020-.005-.","FHL"
"115","Agrilus olivicolor","Agrilus olivicolor","Agrilus olivicolor Kiesenwetter, 1857","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Buprestidae","Agrilus","Agrilus olivicolor",NA,"38-.020-.011-.","FHL"
"116","Agrilus paludicola","Agrilus paludicola","Agrilus paludicola Krogerus, 1922","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Buprestidae","Agrilus","Agrilus paludicola",NA,"38-.020-.903-.","FHL"
"117","Agrilus roscidus","Agrilus roscidus","Agrilus roscidus Kiesenwetter, 1857","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Buprestidae","Agrilus","Agrilus roscidus",NA,"38-.020-.037-.","FHL"
"118","Agrilus sinuatus","Agrilus sinuatus","Agrilus sinuatus (A.G. Olivier, 1790)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Buprestidae","Agrilus","Agrilus sinuatus",NA,"38-.020-.029-.","FHL"
"119","Agrilus subauratus","Agrilus subauratus","Agrilus subauratus (Gebler, 1833)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Buprestidae","Agrilus","Agrilus subauratus",NA,"38-.020-.016-.","FHL"
"120","Agrilus sulcicollis","Agrilus sulcicollis","Agrilus sulcicollis Lacordaire, 1835","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Buprestidae","Agrilus","Agrilus sulcicollis",NA,"38-.020-.007-.","FHL"
"121","Agrilus viridis","Agrilus viridis","Agrilus viridis (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Buprestidae","Agrilus","Agrilus viridis",NA,"38-.020-.022-.","FHL"
"122","Agriotes acuminatus","Agriotes acuminatus","Agriotes acuminatus (Stephens, 1830)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Elateridae","Agriotes","Agriotes acuminatus",NA,"34-.010-.003-.","FHL"
"123","Agriotes gallicus","Agriotes gallicus","Agriotes gallicus Lacordaire, 1835","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Elateridae","Agriotes","Agriotes gallicus",NA,"34-.010-.004-.","FHL"
"124","Agriotes lineatus","Agriotes lineatus","Agriotes lineatus (Linnaeus, 1767)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Elateridae","Agriotes","Agriotes lineatus",NA,"34-.010-.009-.","FHL"
"125","Agriotes obscurus","Agriotes obscurus","Agriotes obscurus (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Elateridae","Agriotes","Agriotes obscurus",NA,"34-.010-.011-.","FHL"
"126","Agriotes pallidulus","Agriotes pallidulus","Agriotes pallidulus (Illiger, 1807)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Elateridae","Agriotes","Agriotes pallidulus",NA,"34-.010-.002-.","FHL"
"127","Agriotes pilosellus","Agriotes pilosellus","Agriotes pilosellus (Schönherr, 1817)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Elateridae","Agriotes","Agriotes pilosellus",NA,"34-.010-.007-.","FHL"
"128","Agriotes sputator","Agriotes sputator","Agriotes sputator (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Elateridae","Agriotes","Agriotes sputator",NA,"34-.010-.014-.","FHL"
"129","Agriotes ustulatus","Agriotes ustulatus","Agriotes ustulatus (Schaller, 1783)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Elateridae","Agriotes","Agriotes ustulatus",NA,"34-.010-.005-.","FHL"
"130","Agrypnus murina","Agrypnus murinus","Agrypnus murinus (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Elateriformia","Elateridae","Agrypnus","Agrypnus murinus",NA,"34-.019-.001-.","FHL"
"131","Ahasverus advena","Ahasverus advena","Ahasverus advena (Waltl, 1834)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Silvanidae","Ahasverus","Ahasverus advena",NA,"531.004-.001-.","FHL"
"132","Akimerus schaefferi","Akimerus schaefferi","Akimerus schaefferi (Laicharting, 1784)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cerambycidae","Akimerus","Akimerus schaefferi",NA,"87-.016-.001-.","FHL"
"133","Alaobia scapularis","Alaobia scapularis","Alaobia scapularis (C. R. Sahlberg, 1831)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Alaobia","Alaobia scapularis",NA,"23-.174-.001-.","FHL"
"134","Aleochara spec.","Aleochara","Aleochara Gravenhorst, 1802","GENUS","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara",NA,NA,"23-.237-.000-.","FHL"
"135","Aleochara bilineata","Aleochara bilineata","Aleochara bilineata Gyllenhal, 1810","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara","Aleochara bilineata",NA,"23-.237-.043-.","FHL"
"136","Aleochara bipustulata","Aleochara bipustulata","Aleochara bipustulata (Linnaeus, 1760)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara","Aleochara bipustulata",NA,"23-.237-.046-.","FHL"
"137","Aleochara brevipennis","Aleochara brevipennis","Aleochara brevipennis Gravenhorst, 1806","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara","Aleochara brevipennis",NA,"23-.237-.008-.","FHL"
"138","Aleochara curtula","Aleochara curtula","Aleochara curtula (Goeze, 1777)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara","Aleochara curtula",NA,"23-.237-.001-.","FHL"
"139","Aleochara erythroptera","Aleochara erythroptera","Aleochara erythroptera Gravenhorst, 1806","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara","Aleochara erythroptera",NA,"23-.237-.042-.","FHL"
"140","Aleochara albovillosa","Aleochara funebris","Aleochara funebris Wollaston, 1864","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara","Aleochara funebris",NA,"23-.237-.018-.","FHL"
"141","Aleochara inconspicua","Aleochara inconspicua","Aleochara inconspicua Aubé, 1850","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara","Aleochara inconspicua",NA,"23-.237-.014-.","FHL"
"142","Aleochara laevigata","Aleochara laevigata","Aleochara laevigata Gyllenhal, 1810","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara","Aleochara laevigata",NA,"23-.237-.031-.","FHL"
"143","Aleochara lanuginosa","Aleochara lanuginosa","Aleochara lanuginosa Gravenhorst, 1802","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara","Aleochara lanuginosa",NA,"23-.237-.021-.","FHL"
"144","Aleochara lygaea","Aleochara lygaea","Aleochara lygaea Kraatz, 1862","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara","Aleochara lygaea",NA,"23-.237-.022-.","FHL"
"145","Aleochara moerens","Aleochara moerens","Aleochara moerens Gyllenhal, 1827","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara","Aleochara moerens",NA,"23-.237-.028-.","FHL"
"146","Aleochara ruficornis","Aleochara ruficornis","Aleochara ruficornis Gravenhorst, 1802","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara","Aleochara ruficornis",NA,"23-.237-.038-.","FHL"
"147","Aleochara sanguinea","Aleochara sanguinea","Aleochara sanguinea (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara","Aleochara sanguinea",NA,"23-.237-.026-.","FHL"
"148","Aleochara sparsa","Aleochara sparsa","Aleochara sparsa Heer, 1839","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara","Aleochara sparsa",NA,"23-.237-.015-.","FHL"
"149","Aleochara stichai","Aleochara stichai","Aleochara stichai Likovský, 1965","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara","Aleochara stichai",NA,"23-.237-.016-.","FHL"
"150","Aleochara tristis","Aleochara tristis","Aleochara tristis Gravenhorst, 1806","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara","Aleochara tristis",NA,"23-.237-.012-.","FHL"
"151","Aleochara villosa","Aleochara villosa","Aleochara villosa Mannerheim, 1830","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aleochara","Aleochara villosa",NA,"23-.237-.024-.","FHL"
"152","Aleocharinae spec.","Aleocharinae","Aleocharinae","SUBFAMILY","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae",NA,NA,NA,NA,"Fauna Europaea"
"153","Aleuonota egregia","Alevonota egregia","Alevonota egregia (E. C. Rye, 1876)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Alevonota","Alevonota egregia",NA,"23-.190-.003-.","FHL"
"154","Aleuonota gracilenta","Alevonota gracilenta","Alevonota gracilenta (Erichson, 1839)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Alevonota","Alevonota gracilenta",NA,"23-.190-.002-.","FHL"
"155","Enalodroma hepatica","Alevonota hepatica","Alevonota hepatica Erichson, 1839","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Alevonota","Alevonota hepatica",NA,"23-.190-.004-.","FHL"
"156","Aleuonota rufotestacea","Alevonota rufotestacea","Alevonota rufotestacea (Kraatz, 1856)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Alevonota","Alevonota rufotestacea",NA,"23-.190-.001-.","FHL"
"157","Allandrus undulatus","Allandrus undulatus","Allandrus undulatus (Panzer, 1795)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Anthribidae","Allandrus","Allandrus undulatus",NA,"90-.004-.001-.","FHL"
"158","Allecula morio","Allecula morio","Allecula morio (Fabricius, 1787)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Tenebrionidae","Allecula","Allecula morio",NA,"82-.001-.002-.","FHL"
"159","Allecula rhenana","Allecula rhenana","Allecula rhenana Bach, 1856","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Tenebrionidae","Allecula","Allecula rhenana",NA,"82-.001-.003-.","FHL"
"160","Aloconota gregaria","Aloconota gregaria","Aloconota gregaria (Erichson, 1839)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aloconota","Aloconota gregaria",NA,"23-.166-.014-.","FHL"
"161","Aloconota insecta","Aloconota insecta","Aloconota insecta (C. G. Thomson, 1856)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aloconota","Aloconota insecta",NA,"23-.166-.012-.","FHL"
"162","Aloconota subgrandis","Aloconota subgrandis","Aloconota subgrandis (Brundin, 1954)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Aloconota","Aloconota subgrandis",NA,"23-.166-.013-.","FHL"
"163","Alosterna tabacicolor","Alosterna tabacicolor","Alosterna tabacicolor (DeGeer, 1775)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Cerambycidae","Alosterna","Alosterna tabacicolor",NA,"87-.024-.001-.","FHL"
"164","Alphitobius diaperinus","Alphitobius diaperinus","Alphitobius diaperinus (Panzer, 1796)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Tenebrionidae","Alphitobius","Alphitobius diaperinus",NA,"83-.026-.001-.","FHL"
"165","Alphitophagus bifasciatus","Alphitophagus bifasciatus","Alphitophagus bifasciatus (Say, 1823)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Tenebrionidae","Alphitophagus","Alphitophagus bifasciatus",NA,"83-.021-.001-.","FHL"
"166","Altica spec.","Altica","Altica Geoffroy, 1762","GENUS","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Chrysomelidae","Altica",NA,NA,"88-.052-.000-.","FHL"
"167","Altica helianthemi","Altica helianthemi","Altica helianthemi Allard, 1759","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Chrysomelidae","Altica","Altica helianthemi",NA,"88-.052-.010-.","FHL"
"168","Altica lythri","Altica lythri","Altica lythri Aubé, 1843","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Chrysomelidae","Altica","Altica lythri",NA,"88-.052-.003-.","FHL"
"169","Altica oleracea","Altica oleracea","Altica oleracea (Linnaeus, 1758)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Chrysomelidae","Altica","Altica oleracea",NA,"88-.052-.007-.","FHL"
"170","Altica quercetorum","Altica quercetorum","Altica quercetorum Foudras, 1860","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Chrysomelidae","Altica","Altica quercetorum",NA,"88-.052-.005-.","FHL"
"171","Amalus scortillum","Amalus scortillum","Amalus scortillum (Herbst, 1795)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Cucujiformia","Curculionidae","Amalus","Amalus scortillum",NA,"93-.152-.001-.","FHL"
"172","Amara aenea","Amara aenea","Amara aenea (DeGeer, 1774)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Amara","Amara aenea",NA,"01-.065-.021-.","FHL"
"173","Amara anthobia","Amara anthobia","Amara anthobia A. Villa & G. B. Villa, 1833","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Amara","Amara anthobia",NA,"01-.065-.027-.","FHL"
"174","Amara aulica","Amara aulica","Amara aulica (Panzer, 1796)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Amara","Amara aulica",NA,"01-.065-.057-.","FHL"
"175","Amara bifrons","Amara bifrons","Amara bifrons (Gyllenhal, 1810)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Amara","Amara bifrons",NA,"01-.065-.036-.","FHL"
"176","Amara brunnea","Amara brunnea","Amara brunnea (Gyllenhal, 1810)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Amara","Amara brunnea",NA,"01-.065-.041-.","FHL"
"177","Amara communis","Amara communis","Amara communis (Panzer, 1797)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Amara","Amara communis",NA,"01-.065-.014-.","FHL"
"178","Amara convexior","Amara convexior","Amara convexior Stephens, 1828","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Amara","Amara convexior",NA,"01-.065-.013-.","FHL"
"179","Amara curta","Amara curta","Amara curta Dejean, 1828","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Amara","Amara curta",NA,"01-.065-.017-.","FHL"
"180","Amara eurynota","Amara eurynota","Amara eurynota (Panzer, 1796)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Amara","Amara eurynota",NA,"01-.065-.022-.","FHL"
"181","Amara familiaris","Amara familiaris","Amara familiaris (Duftschmid, 1812)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Amara","Amara familiaris",NA,"01-.065-.026-.","FHL"
"182","Amara littorea","Amara littorea","Amara littorea C. G. Thomson, 1857","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Amara","Amara littorea",NA,"01-.065-.016-.","FHL"
"183","Amara lunicollis","Amara lunicollis","Amara lunicollis Schiødte, 1837","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Amara","Amara lunicollis",NA,"01-.065-.018-.","FHL"
"184","Amara montivaga","Amara montivaga","Amara montivaga J. Sturm, 1825","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Amara","Amara montivaga",NA,"01-.065-.011-.","FHL"
"185","Amara ovata","Amara ovata","Amara ovata (Fabricius, 1792)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Amara","Amara ovata",NA,"01-.065-.009-.","FHL"
"186","Amara plebeja","Amara plebeja","Amara plebeja (Gyllenhal, 1810)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Amara","Amara plebeja",NA,"01-.065-.001-.","FHL"
"187","Amara similata","Amara similata","Amara similata (Gyllenhal, 1810)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Amara","Amara similata",NA,"01-.065-.008-.","FHL"
"188","Amara tibialis","Amara tibialis","Amara tibialis (Paykull, 1798)","SPECIES","Animalia","Arthropoda","Coleoptera","Adephaga",NA,"Carabidae","Amara","Amara tibialis",NA,"01-.065-.029-.","FHL"
"189","Amarochara bonnairei","Amarochara bonnairei","Amarochara bonnairei (Fauvel, 1865)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Amarochara","Amarochara bonnairei",NA,"23-.208-.002-.","FHL"
"190","Amarochara umbrosa","Amarochara umbrosa","Amarochara umbrosa (Erichson, 1837)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Amarochara","Amarochara umbrosa",NA,"23-.208-.001-.","FHL"
"191","Amidobia talpa","Amidobia talpa","Amidobia talpa (Heer, 1841)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Amidobia","Amidobia talpa",NA,"23-.169-.001-.","FHL"
"192","Amischa spec.","Amischa","Amischa Thomson, 1858","GENUS","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Amischa",NA,NA,"23-.168-.000-.","FHL"
"193","Amischa analis","Amischa analis","Amischa analis (Gravenhorst, 1802)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Amischa","Amischa analis",NA,"23-.168-.001-.","FHL"
"194","Amischa bifoveolata","Amischa bifoveolata","Amischa bifoveolata (Mannerheim, 1830)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Amischa","Amischa bifoveolata",NA,"23-.168-.002-.","FHL"
"195","Amischa decipiens","Amischa decipiens","Amischa decipiens (Sharp, 1869)","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Amischa","Amischa decipiens",NA,"23-.168-.007-.","FHL"
"196","Amischa forcipata","Amischa forcipata","Amischa forcipata Mulsant & Rey, 1873","SPECIES","Animalia","Arthropoda","Coleoptera","Polyphaga","Staphyliniformia","Staphylinidae","Amischa","Amischa forcipata",NA,"23-.168-.008-.","FHL"
